"Artist","Title","Year","Sales","Streams","Downloads","Radio Plays","Rating"
"Elton John","Bennie & the Jets","1974","9.231","9.002","4.695","0.643","0.542"
"Des'ree","Life","1998","9.225","0","1.145","14.626","2.02"
"The Jackson 5","ABC","1970","9.212","9.962","2.042","2.225","1.101"
"Miguel Rios","A Song Of Joy","1970","9.194","2.58","5.955","8.361","0"
"The Four Seasons","Sherry","1962","9.193","7.056","3.625","0.567","0.513"
"Dinah Shore","I'll Walk Alone","1944","9.189","7.612","0","0.512","0.518"
"Nat King Cole","The Christmas Song (Chestnuts Roasting On An Open Fire)","1946","9.179","8.429","0.52","0","0.01"
"Edison Lighthouse","Love Grows (Where My Rosemary Goes)","1970","9.177","6.367","10.251","1.803","0"
"Aerosmith","Cryin'","1993","9.176","4.472","0.559","10.129","0.519"
"Middle of The Road","Chirpy, Chirpy, Cheep, Cheep","1971","9.175","0.2","4.511","10.038","0.01"
"Bomfunk MCs","Freestyler","2000","9.169","0","5","18.031","0"
"No Doubt","It's My Life","2003","9.16","3.673","0.55","8.139","0.534"
"Mitch Miller","Yellow Rose of Texas","1955","9.159","6.084","3.002","0.571","0"
"The Doors","Touch Me","1969","9.156","9.85","5.847","1.148","0.51"
"Mariah Carey","Emotions","1991","9.154","5.127","2.059","2.321","2.726"
"Evanescence","Call me when you're sober","2006","9.148","4.832","1.281","4.586","1.084"
"Earth, Wind & Fire","Boogie Wonderland","1979","9.148","5.866","2.963","5.82","0.513"
"Deep Purple","Smoke On the Water","1973","9.143","8.18","2.414","4.816","0"
"Paul Simon","50 Ways to Leave Your Lover","1976","9.136","9.253","3.1","1","0.513"
"Frijid Pink","House of the Rising Sun","1970","9.135","5.57","2.63","8.674","0"
"Wings","My Love","1973","9.134","7.247","3.455","2.386","0.577"
"Rod Stewart","You're in My Heart (The Final Acclaim)","1977","9.129","4.893","7.186","1.845","0.54"
"Jamelia","Superstar","2004","9.128","0","5.033","9.597","0.516"
"The Pet Shop Boys","Heart","1988","9.127","0.731","5.667","12.146","0"
"Notorious BIG & P Diddy","Mo Money Mo Problems","1997","9.123","5.279","0.667","4.469","1.057"
"Bee Gees","How Do You Mend a Broken Heart","1971","9.121","9.134","4.643","1.118","0.7"
"Jerry Murad's Harmonicats","Peg o' My Heart","1947","9.118","8.571","0","0","0.591"
"Thelma Houston","Don't Leave Me This Way","1977","9.118","6.393","5.029","4.925","0"
"Donna Summer","The Last Dance","1978","9.116","10.586","1.353","2.813","0"
"Buddy Holly","Peggy Sue","1957","9.112","8.081","1.919","0.75","0"
"Michael Bolton","How am I Supposed to Live Without You?","1990","9.111","3.73","1.833","5.538","1.806"
"Sting","If I Ever Lose My Faith in You","1993","9.111","3.227","2.071","6.471","1.553"
"Billy Joel","We Didn't Start the Fire","1989","9.105","6.358","1.144","4.644","2.032"
"Wild Cherry","Play That Funky Music","1976","9.098","10.87","2.893","2.042","0"
"Madonna","You'll See","1995","9.084","3.226","0.7","7.435","1.51"
"Bill Withers","Lean On Me","1972","9.08","12.199","2.611","1.5","0"
"Britney Spears","Hold It Against Me","2011","9.073","3.602","4.177","1.5","0"
"Three Dog Night","Mama Told Me Not to Come","1970","9.07","9.946","3.017","2.399","0.515"
"Whitney Houston","All the Man That I Need","1991","9.066","4.583","2.077","5.381","1.894"
"Mariah Carey","Someday","1991","9.065","5.844","2.026","2.228","2.093"
"Enrique Iglesias & Pitbull","I Like It","2010","9.062","4.67","2.821","1.11","0"
"Lulu","To Sir, With Love","1967","9.06","14.572","3.264","0","0.534"
"Bobbie Gentry","Ode To Billie Joe","1967","9.047","13.19","5.16","0.583","0"
"Jimmy Dorsey","Green Eyes","1941","9.045","7.244","0","0.516","0.545"
"Toni Braxton","You're Makin' Me High","1996","9.04","4.093","1.286","1.752","2.552"
"Bee Gees","I Started a Joke","1969","9.038","4.257","9.077","3.01","0.611"
"Sisqo","Thong Song","2000","9.032","3.571","3.458","5.093","0.611"
"Kim Wilde","Kids in America","1981","9.017","2.341","6.419","8.324","0"
"Taylor Dayne","Tell it to My Heart","1988","9.015","3.465","1.424","12.559","0"
"Simon & Garfunkel","The Boxer","1969","9.015","7.212","3.421","4.567","0.519"
"Vaughn Monroe","There! I've Said it Again","1945","9.014","6.425","1","0.522","0"
"Four Aces","Mister Sandman","1955","9.012","3.011","3.611","1","0.55"
"Supertramp","It's Raining Again","1982","9.006","1.623","3.206","9.157","0.53"
"George Michael","Father Figure","1988","9.004","5.378","0.591","6.03","0.534"
"Oasis","D'You Know What I Mean?","1997","8.998","0.702","3.9","5.762","2.013"
"Enrique Iglesias","Bailamos","1999","8.997","4.196","1.25","6.573","0.537"
"MFSB","TSOP (The Sound of Philadelphia)","1974","8.979","7.908","4.699","3.652","0"
"N-Trance & Ricardo Da Force","Stayin' Alive","1995","8.978","1.072","3.7","6.679","1.158"
"Staff Sergeant Barry Sadler","Ballad of the Green Berets","1966","8.974","12.7","1.847","1.282","0.01"
"Samantha Sang","Emotion","1978","8.973","5.09","6.668","1.087","0.591"
"Barbra Streisand & Donna Summer","No More Tears (Enough is Enough)","1979","8.972","6.268","1.976","5.867","0.516"
"Avril Lavigne","I'm With You","2003","8.972","3.948","0.643","5.354","1.29"
"Sonique","It Feels So Good","2000","8.962","2.75","4.402","9.216","0"
"Boney M","Rasputin","1978","8.96","0.725","5.654","11.713","0"
"Counting Crows","Mr Jones","1994","8.956","4.12","3.044","3.147","1.029"
"The Stylistics","You Make Me Feel Brand New","1974","8.532","7.374","4.25","1.127","0.7"
"Harry Richman","Puttin' on the Ritz","1930","8.532","7.179","0","0","0.548"
"Level 42","Lessons in Love","1986","8.526","1.092","3.417","11.392","0.511"
"Middle of The Road","Sacramento (A Wonderful Town)","1972","8.524","0.2","1.377","10.525","0.522"
"Marvin Hamlisch","The Entertainer","1974","8.52","4.745","5.373","5.203","0"
"Quarterflash","Harden My Heart","1982","8.518","5.371","2.365","3.462","0.514"
"Anne Murray","You Needed Me","1978","8.512","6.938","4.162","0.542","0.529"
"Cascada","Everytime We Touch","2006","8.511","4.182","3.4","4.504","0"
"Jefferson Starship","Sara","1986","8.51","3.697","4.115","4.701","0.517"
"Eddy Grant","I Don't Wanna Dance","1983","8.503","0.519","8.06","6.535","0.513"
"The Doors","Riders On the Storm","1971","8.502","9.134","3.659","3.794","0"
"Whitney Houston","I'm Every Woman","1993","8.501","4.234","0.75","6.104","1.35"
"Ashanti","Foolish","2002","8.5","4.659","1.3","2.257","1"
"Bon Jovi","This Ain't a Love Song","1995","8.499","1.609","1.193","8.683","1.577"
"Robin S","Show Me Love","1993","8.497","4.696","0.767","4.289","1.584"
"George Michael","Freedom","1990","8.496","3.657","2.537","5.292","0.7"
"Falco","Der Kommissar","1982","8.495","0.714","0.591","15.792","0"
"Boston","More Than a Feeling","1976","8.488","7.556","3.395","4.117","0"
"Joni James","Why Don't You Believe Me?","1952","8.484","8.309","1.202","0","0"
"Glenn Miller","A String of Pearls","1942","8.477","7.98","0","0","0.523"
"Aneka","Japanese Boy","1981","8.476","0.2","4.053","12.769","0"
"Los Indios Tabajaras","Maria Elena","1963","8.474","2.957","2.576","3.22","0.512"
"The Four Seasons","Rag Doll","1964","8.47","10.377","5.5","0.563","0"
"Guns n' Roses","You Could Be Mine","1991","8.467","2.522","1.476","10.752","1.417"
"The Escape Club","Wild Wild West","1988","8.464","5.544","1.82","0.625","1.178"
"N Sync","Girlfriend","2002","8.459","2.96","3.042","2.821","1.025"
"The Surfaris","Wipe Out","1963","8.454","7.541","3.367","0","0.522"
"The Human League","Human","1986","8.448","5.022","2.736","3.541","0.548"
"Dionne Warwick","Heartbreaker","1982","8.447","2.337","2.306","8.15","0.511"
"The Hollies","Bus Stop","1966","8.445","5.447","5.022","2.244","0.643"
"Toni Braxton","He Wasn't Man Enough","2000","8.441","3.075","1.228","4.787","2.011"
"Billie Holiday","God Bless the Child","1941","8.439","9.535","0","0","0"
"Sarah Brightman & Andrea Bocelli","Time to Say Goodbye (Con Te Partiro)","1997","8.438","0","3.25","11.725","1.057"
"Middle of The Road","Soley, Soley","1971","8.437","0.2","3.517","8.591","0.583"
"Al Trace","You Call Everybody Darlin'","1948","8.437","7.345","0","0","0.515"
"The Pointer Sisters","Fire","1979","8.435","5.149","7.198","4.225","0"
"Natasha Bedingfield","Unwritten","2005","8.431","5.127","0.667","5.024","0.521"
"Royal Guardsmen","Snoopy Vs the Red Baron","1967","8.43","6.561","6.792","2.886","0"
"Gary Glitter","Rock 'n' Roll (Part 2)","1972","8.43","5.616","5.385","4.297","0"
"Abba","The Name of the Game","1977","8.425","2.875","4.885","8.183","0"
"Fall Out Boy","This Ain't A Scene, It's An Arms Race","2007","8.418","3.996","3.071","1.046","1.066"
"Rihanna","Unfaithful","2006","8.414","4.452","1.553","7.417","0"
"Tinie Tempah & Eric Turner","Written in the Stars","2011","8.413","4.098","3","1.5","0"
"Sandi Thom","I Wish I Was A Punk Rocker (With Flowers In My Hair)","2006","8.413","0","6.5","2.962","1.065"
"Chris Norman & Suzi Quatro","Stumblin' In","1979","8.412","4.429","4.313","4.873","0.571"
"Madness","Our House","1983","8.41","4.508","4.849","5.617","0"
"Wings","Live & Let Die","1973","8.408","8.05","2.699","3.563","0"
"Daft Punk & Pharrell Williams","Get Lucky","2013","8.403","4.87","2.143","3.75","0"
"Wham!","Everything She Wants","1985","8.402","4.596","4.7","6.392","0"
"The Rolling Stones","Let's Spend the Night Together","1967","8.4","2.891","2.642","7.312","0"
"Tony Rich Project","Nobody Knows","1996","8.395","3.894","2.803","0.591","1.581"
"The Small Faces","Itchycoo Park","1967","8.394","5.908","8.789","2.139","0"
"The Beach Boys","Barbara Ann","1966","8.392","6.989","2.333","5.05","0"
"Perry Como","Papa Loves Mambo","1954","8.392","4.98","0.563","1.5","0.512"
"Eddie Calvert","Oh My Papa (O Mein Papa)","1953","8.392","2.978","5.021","0.583","0"
"2Pac","Changes","1999","8.387","1.946","1.333","10.234","0.531"
"John Parr","St Elmo's Fire (Man in Motion)","1985","8.379","4.056","5.729","6.269","0"
"Frankie Laine","Jezebel","1951","8.374","5.652","0.7","0.545","0.511"
"Nelly Furtado","Maneater","2006","8.372","1.878","2.048","7.837","0.559"
"Captain Hollywood Project","More & More","1993","8.371","2.117","0.543","11.973","1.084"
"Madonna","Erotica","1992","8.367","2.299","0.833","10.286","2.028"
"Jimmy Dean","Big Bad John","1961","8.367","7.008","4.501","0.667","0"
"Mark Morrison","Return of the Mack","1996","8.366","3.794","3.57","5.34","0"
"Margaret Whiting","A Tree in the Meadow","1948","8.365","7.28","0","0","0.513"
"Kim Wilde","Cambodia","1982","8.364","0.2","2.136","14.409","0"
"Creedence Clearwater Revival","Green River","1969","8.362","9.091","3.763","1.85","0.545"
"The Lemon Pipers","Green Tambourine","1968","8.357","8.743","3.81","1.821","0.51"
"Frank Chacksfield","Ebb Tide","1953","8.352","3.783","2.722","0.538","0.526"
"Michael Jackson","Man in the Mirror","1988","8.349","5.648","0.548","4.011","0.536"
"Creedence Clearwater Revival","Down On the Corner","1969","8.349","7.02","5.068","2.656","0.511"
"Patti Smith & Don Henley","Sometimes Love Just Ain't Enough","1992","8.347","4.637","2.045","2.243","1.74"
"Suzi Quatro","Devil Gate Drive","1974","8.342","0.201","7.828","6.994","0"
"Elvis Presley","Little Sister","1961","8.328","3.485","3.7","3.667","0"
"Katy Perry","Part of Me","2012","8.322","4.169","3.522","0.513","0"
"Spike Jones","All I Want For Christmas is my Two Front Teeth","1948","8.321","7.2","0","0.55","0"
"Isham Jones","It Had to Be You","1924","8.319","6.984","0","0","0.55"
"Shakira & Freshly Ground","Waka Waka (This Time For Africa)","2010","8.318","1.787","0.548","6","0"
"The White Stripes","7 Nation Army","2003","8.315","4.113","0.743","5.382","0.511"
"Pat Boone","April Love","1957","8.315","4.73","3.48","1.265","0"
"Frankie Laine","High Noon (Do Not Forsake Me)","1952","8.315","6.07","1.643","0.521","0"
"The Lighthouse Family","High","1998","8.312","0.2","3.955","9.657","0.523"
"Neneh Cherry","Buffalo Stance","1989","8.309","4.931","1.333","6.847","1.263"
"The Sweet","Co-Co","1971","8.308","1.301","4.536","9.082","0"
"Ce Ce Peniston","Finally","1992","8.307","4.342","1.502","3.174","2.063"
"KC & The Sunshine Band","I'm Your Boogie Man","1977","8.307","6.46","4.109","1.258","0.583"
"The Temptations","Just My Imagination (Running Away With Me)","1971","8.303","12.425","1.202","0.6","0.511"
"Space","Magic Fly","1977","8.295","0.2","3.611","12.569","0"
"Tammy Wynette","Stand By Your Man","1969","8.293","8.079","5.456","3.75","0"
"Suzanne Vega","Luka","1987","8.29","5.047","1.879","4.524","0.529"
"Lou Reed","Walk On the Wild Side","1973","8.29","7.63","2.225","2.057","0.511"
"Rick Springfield","Jessie's Girl","1981","8.29","8.657","3.764","0.833","0"
"Johnny Mercer","Personality","1946","8.288","8.389","0","0","0.513"
"The Black Eyed Peas","Let's Get it Started","2004","8.286","4.313","1.128","3.844","1.039"
"Edith Piaf","Milord","1960","8.285","1.243","1.847","5.988","0"
"Count Basie","Open The Door, Richard!","1947","8.284","7.815","0","0","0.512"
"Michael Jackson","Rock With You","1980","8.282","10.037","1.786","2.062","0"
"Electric Light Orchestra","Livin' Thing","1976","8.28","2.922","5.325","4.409","0.532"
"The Beatles","I Saw Her Standing There","1964","8.28","8.21","6.844","0.833","0"
"Ted Weems","Heartaches","1947","8.274","7.779","0","0","0.534"
"The Rolling Stones","Emotional Rescue","1980","8.272","5.226","4.444","5.071","0"
"Bon Jovi","Bed of Roses","1993","8.271","3.26","0.577","7.465","1.596"
"Laura Branigan","Gloria","1982","8.269","4.668","5.111","0.625","0.54"
"No Doubt","Hey Baby","2002","8.269","3.134","1","5.344","1.179"
"Queen & David Bowie","Under Pressure","1981","8.268","3.852","5.26","5.915","0"
"Kings of Leon","Use Somebody","2009","8.268","6.789","1.533","3.779","0"
"Coleman Hawkins","Body & Soul","1939","8.266","7.4","0.1","0","0"
"Cream","White Room","1968","8.255","7.449","7.715","2.329","0"
"Billy Vaughn","Sail Along Silvery Moon","1958","8.254","1.929","1.5","4.563","0"
"Three Doors Down","Here Without You","2004","8.253","6.646","0.526","4.527","0"
"Gregory Abbott","Shake You Down","1987","8.251","5.712","1.75","3.144","0.55"
"The Pussycat Dolls & Will.I.Am","Beep","2006","8.251","2.779","3.042","7.035","0"
"Doris Day","It's Magic","1948","8.25","5.81","0.625","0","0.532"
"The Outhere Brothers","Boom Boom Boom","1995","8.246","1.039","4.808","7.504","0"
"Patti Page","All My Love","1950","8.242","5.922","1.5","0","0.538"
"U2","Pride (In the Name of Love)","1984","8.242","5.354","3.999","5.385","0"
"New Kids On The Block","You Got it (The Right Stuff)","1989","8.242","3.667","4.842","4.444","0.7"
"Margaret Whiting & Jimmy Wakely","Slippin' Around","1949","8.241","7.595","0","0.51","0"
"Bing Crosby","Brother, Can You Spare a Dime?","1932","8.223","6.923","0","0.523","0"
"Tears For Fears","Sowing the Seeds of Love","1989","8.222","3.987","2.2","5.988","1.611"
"Elvis Presley","(Marie's the Name) His Latest Flame","1961","8.218","3.785","5.627","2.25","0"
"Danyel Gerard","Butterfly","1971","8.215","0.513","2.744","9.858","0.01"
"Elvis Presley","A Big Hunk O' Love","1959","8.207","5.726","2.25","1.625","0"
"Elvis Presley","I Need Your Love Tonight","1959","8.203","2.503","4.5","1","0.559"
"The Police","De Do Do Do, De Da Da Da","1981","8.203","5.64","4.253","4.359","0"
"Mary MacGregor","Torn Between Two Lovers","1977","8.196","6.308","7.143","1.171","0"
"Johnny Logan","What's Another Year","1980","8.195","0","4.083","13.564","0"
"Buzz Clifford","Baby Sittin' Boogie","1961","8.194","2.921","1.559","3.777","0.524"
"JoJo","Leave (Get Out)","2004","8.191","4.008","1.611","4.457","0.571"
"Elton John","Rocket Man","1972","8.189","7.23","2.724","2.265","0.537"
"Linkin Park","Somewhere I Belong","2003","8.181","1.115","2.1","5.462","1.891"
"Herb Alpert","This Guy's in Love With You","1968","8.181","8.86","8.468","0.591","0"
"Justin Timberlake","Like I Love You","2002","8.174","3.232","2.022","4.214","0.7"
"Chesney Hawkes","The One & Only","1991","8.174","1.621","2.752","10.187","1.036"
"Spencer Davis Group","Gimme Some Lovin'","1967","8.17","9.493","5.868","1.313","0"
"The Pet Shop Boys","Domino Dancing","1988","8.169","1.262","2.476","8.153","1.265"
"Mary J Blige","Be Without You","2006","8.167","5.534","0.531","4.164","0.55"
"Pee Wee King","Slow Poke","1952","8.167","7.594","1.5","0","0"
"Freddy Martin","To Each His Own","1946","8.166","5.653","1.5","0","0.514"
"A-Ha","The Sun Always Shines On TV","1986","8.162","1.773","4.67","10.808","0"
"Merrilee Rush","Angel of the Morning","1968","8.162","5.783","8.5","0.75","0.527"
"Ella Fitzgerald & The Ink Spots","Into Each Life Some Rain Must Fall","1944","8.161","4.607","2.25","0","0.518"
"Gwen Stefani","Rich Girl","2005","8.154","3.566","1.279","6.241","0.517"
"Emile Ford & The Checkmates","What Do You Want to Make Those Eyes At Me For?","1959","8.154","0.2","5.77","3","0"
"Tag Team","Whoomp! (There it Is)","1993","8.154","6.694","0.529","2.286","0.553"
"Kenny Rogers","Lucille","1977","8.153","4.164","7.791","3.188","0"
"Diana Ross","Theme From 'Mahogany' (Do You Know Where You're Going To)","1976","8.151","7.312","2.086","2.472","0.52"
"Geri Halliwell","It's Raining Men","2001","8.149","0","4.025","11.814","0.545"
"Third Eye Blind","Semi-Charmed Life","1997","8.148","5.434","1.56","0","1.836"
"Diana Ross & The Supremes","Love Child","1968","8.143","8.468","7.928","1.198","0"
"Sammy Kaye","Harbour Lights","1950","8.136","8.433","0","0","0.548"
"Wham!","The Edge of Heaven","1986","8.136","1.821","4.143","11.385","0"
"One Direction","What Makes You Beautiful","2012","8.135","3.72","5.059","0","0"
"Alphaville","Big in Japan","1984","8.132","1.767","1.875","16.555","0"
